name,price,services/0,services/1,details/0,details/1,details/2,details/3,details/4,details/5,details/6,details/7,details/8,response_details/0,response_details/1,response_details/2,response_details/3,response_details/4,response_details/5,response_details/6,response_details/7,response_details/8,details/9,details/10,response_details/9,response_details/10,services/2,services/3,services/4,services/5,services/6,services/7
Kia Bongo Refrigerado Com Baú,164.900,Tours virtuais,Entrega a domicílio,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Kia,Bongo Refrigerado,2020,Com Baú,Branco,Diesel,4,Manual,Furgão,Quilômetros,,182375 km,,Aceita troca,Único dono,Com preço negociável,,,
"Fiat Ducato Cargo 2.3 Multijet 7,5m3 Economy 5p",97.900,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Fiat,Ducato Cargo,2014,"2.3 Multijet 7,5m3 Economy 5p",Diesel,5,Manual,2.3,Furgão,Quilômetros,,195000 km,,,,,,,
Fiat Ducato 2.3 (13m3) 5p,169.900,Tours virtuais,Entrega a domicílio,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Ducato,2018,2.3 (13m3) 5p,Branco,Diesel,5,Manual,2.3,Tipo de carroceria,Quilômetros,Furgão,223643 km,Aceita troca,Único dono,Com preço negociável,,,
Fiat Ducato 2.3 (13m3) 5p,169.900,Tours virtuais,Entrega a domicílio,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Ducato,2018,2.3 (13m3) 5p,Branco,Diesel,5,Manual,2.3,Tipo de carroceria,Quilômetros,Furgão,223643 km,Aceita troca,Único dono,Com preço negociável,,,
Fiat Ducato 2.3 (13m3) 5p,169.900,Tours virtuais,Entrega a domicílio,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Ducato,2018,2.3 (13m3) 5p,Branco,Diesel,5,Manual,2.3,Tipo de carroceria,Quilômetros,Furgão,223643 km,Aceita troca,Único dono,Com preço negociável,,,
Fiat Doblo Cargo 1.3 16v Fire 4p,31.500,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Fiat,Doblo Cargo,2005,1.3 16v Fire 4p,Gasolina,4,Manual,1.3,Furgão,Quilômetros,,300000 km,,,,,,,
Hyundai HR 2.5 Rs Longo S/ Carroceria Tci 2p,87.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Quilômetros,Hyundai,HR,2012,2.5 Rs Longo S/ Carroceria Tci 2p,Diesel,2,Manual,2.5,300000 km,,,,,,,,,,
Renault Logan 1.0 16v Expression Hi-flex 4p,17.500,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Renault,Logan,2010,1.0 16v Expression Hi-flex 4p,Gasolina e álcool,4,Manual,1.0,Sedã,Quilômetros,,543 km,,,,,,,
Fiat Palio 1.4 Attractive Flex 5p,42.990,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Fiat,Palio,2015,1.4 Attractive Flex 5p,Gasolina e álcool,5,Manual,1.4,Hatch,Quilômetros,,149000 km,,,,,,,
Ford Focus 2.0 Glx Flex Aut. 5p,39.490,Aceita troca,Com IPVA pago,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Ford,Focus,2012,2.0 Glx Flex Aut. 5p,Cinza-escuro,Gasolina e álcool,5,Automática,2.0,Tipo de carroceria,Quilômetros,Hatch,118000 km,Com preço negociável,Com garantia mecânica,,,,
Chevrolet Zafira 2.0 16v 5p,27.900,Aceita troca,Com IPVA pago,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Chevrolet,Zafira,2001,2.0 16v 5p,Cinza-escuro,Gasolina,5,Manual,2.0,Tipo de carroceria,Quilômetros,Minivan,232200 km,Com preço negociável,Com garantia mecânica,,,,
Jeep Compass Serie 4xe,348.000,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Jeep,Compass,2022,JEEP Compass SERIE 4XE,Preto,Híbrido,4,Automática,1.3,Quilômetros,,0 km,,,,,,,
Volkswagen Jetta 2.0 Tsi Highline 4p,64.000,Com IPVA pago,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Volkswagen,Jetta,2012,2.0 Tsi Highline 4p,Cinza-escuro,Gasolina,4,Automática,2.0,Tipo de carroceria,Quilômetros,Sedã,108000 km,,,,,,
Mercedes-Benz Sprinter Furgão 2.2 Cdi 313 Longo Teto Alto 5p,180.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Mercedes-Benz,Sprinter Furgão,2007,2.2 Cdi 313 Longo Teto Alto 5p,Diesel,5,Manual,2.2,Furgão,Quilômetros,,383114 km,,,,,,,
Mercedes-Benz Sprinter Furgão 2.2 Cdi 313 Longo Teto Baixo 5p,55.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Mercedes-Benz,Sprinter Furgão,2011,2.2 Cdi 313 Longo Teto Baixo 5p,Diesel,5,Manual,2.2,Furgão,Quilômetros,,370000 km,,,,,,,
Peugeot 307 S Griffe _4p_ 2008,24.000,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Peugeot,307 S GRIFFE _4P_,2008,307 S Griffe _4p_,Preto,Gasolina,4,Automática,Hatch,Quilômetros,,208992 km,,,,,,,
Fiat Palio 1.0 Economy Fire Flex 8v 4p 2007,22.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Quilômetros,Fiat,PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,2007,Palio 1.0 Economy Fire Flex 8v 4p,Prateado,Gasolina e álcool,4,Manual,138594 km,,,,,,,,,,
Renault Master Furgao L1h1 2016,129.890,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Renault,MASTER FURGAO L1H1,2016,Master Furgao L1h1,Branco,Diesel,2,Automática,Furgão,Quilômetros,,108568 km,,,,,,,
Renault Master FurgãO 2.5 Dci L1h1 5p,94.990,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Renault,Master FurgãO,2013,2.5 Dci L1h1 5p,Branco,Diesel,5,Manual,2.5,Tipo de carroceria,Quilômetros,Furgão,278000 km,,,,,,
Renault Trafic 2.2 Curto 5p,20.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Renault,Trafic,1998,2.2 Curto 5p,Gasolina,5,Manual,2.2,Furgão,Quilômetros,,188420 km,,,,,,,
Hyundai Hb20 Vision,64.599,Aceita troca,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Hyundai,HB20,2021,VISION,Flex,4,Manual,1,Hatchback,Quilômetros,,41864 km,,,,,,,
Chevrolet Tracker 1.2 Turbo Flex Premier Automático,137.970,Higienização completa,Aceita troca,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Chevrolet,Tracker,2022,1.2 TURBO FLEX PREMIER AUTOMÁTICO,Cinza-escuro,Gasolina e álcool,4,Automática,1.2,Tipo de carroceria,Quilômetros,SUV,11213 km,Com IPVA pago,,,,,
 Peugeot 208 Like 1.0 (flex),69.990,Único dono,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Peugeot,208,2023,Peugeot 208 Like 1.0 (Flex),Preto,Gasolina e álcool,4,Manual,1.0,Quilômetros,,0 km,,,,,,,
 Peugeot 208 Like 1.0 (flex),69.990,Único dono,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Peugeot,208,2023,Peugeot 208 Like 1.0 (Flex),Preto,Gasolina e álcool,4,Manual,1.0,Quilômetros,,0 km,,,,,,,
Fiat Ducato Furgão 8 Metros Carga Seca,160.000,Aceita troca,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Ducato,2019,2.3 MULTIJET CARGO 8,Branco,Diesel,3,Manual,2.3,Tipo de carroceria,Quilômetros,Furgão,87766 km,,,,,,
Renault Master FurgãO 2.3 L1h1 5p,134.900,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Renault,Master FurgãO,2017,2.3 L1h1 5p,Diesel,5,Manual,2.3,Furgão,Quilômetros,,170000 km,,,,,,,
Hyundai HR 2.5 Hd Cab. Curta S/ Carroceria Tci 2p,95.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Hyundai,HR,2014,2.5 Hd Cab. Curta S/ Carroceria Tci 2p,Diesel,2,Manual,2.5,Caminhão leve,Quilômetros,,178000 km,,,,,,,
Mitsubishi Asx 2.0 4x2 16v Gasolina 4p Automático,59.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Mitsubishi,ASX,2012,2.0 4X2 16V GASOLINA 4P AUTOMÁTICO,Preto,Gasolina,4,Automática,2.0 4X2 16V GASOLINA 4P AUTOMÁTICO,Tipo de carroceria,Quilômetros,SUV,140000 km,,,,,,
Mercedes-benz Gla 250 2.0 16v 4p Vision Turbo Automático,145.700,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Mercedes-Benz,GLA 250,2015,2.0 16V 4P VISION TURBO AUTOMÁTICO,Cinza,Gasolina,4,Automática,2.0,Quilômetros,,65000 km,,,,,,,
Kia Sportage 2.0 Lx 4x2 Flex Aut. 5p,111.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Kia,Sportage,2019,2.0 Lx 4x2 Flex Aut. 5p,Branco,Gasolina e álcool,5,Automática,2.0,Quilômetros,,62700 km,,,,,,,
Q3 2.0 40 Tfsi Gasolina Sportback Performance Black Quattro,352.990,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Quilômetros,Audi,Q3,2023,2.0 40 TFSI GASOLINA SPORTBACK PERFORMANCE BLACK QUATTRO TIPTRONIC,Branco,Gasolina,4,Automática,0 km,,,,,,,,,,
Fox Msi Total Connect,61.990,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Quilômetros,,Volkswagen,Fox,2018,MSI TOTAL CONNECT,Cinza,Gasolina e álcool,4,70700 km,,,,,,,,,,,
Duster 1.6 16v Sce Flex Expression X-tronic,77.990,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Renault,Duster,2020,1.6 16V SCE FLEX EXPRESSION X-TRONIC,Branco,Gasolina e álcool,4,Automática,SUV,Quilômetros,,42650 km,,,,,,,
Volvo XC60 T5 DYNAMIC FWD TURBO,90.990,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Quilômetros,Volvo,XC60,2015,T5 DYNAMIC FWD TURBO,Branco,Gasolina,4,CÂMBIO AUTOMÁTICO,118500 km,,,,,,,,,,
Fiat Cronos 1.8 E.TORQ FLEX PRECISION AT6,69.990,Higienização completa,Aceita troca,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Cronos,2020,1.8 E.TORQ FLEX PRECISION AT6,Branco,Gasolina-Álcool e gás natural,5,Automática,1.8,Tipo de carroceria,Quilômetros,Sedã,62663 km,Com IPVA pago,,,,,
Volkswagen Fox Connect 1.6 Flex 8v 5p,59.900,Único dono,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Quilômetros,Volkswagen,Fox,2020,Connect 1.6 Flex 8v 5p,Branco,Gasolina e álcool,4,Manual,84793 km,,,,,,,,,,
Fiat Toro 1.8 16v Freedom Flex 4x2 Aut. 4p,89.900,Aceita troca,Com preço negociável,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Toro,2018,1.8 16v Freedom Flex 4x2 Aut. 4p,Preto,Gasolina e álcool,4,Automática,1.8,Tipo de carroceria,Quilômetros,Pick-Up,81396 km,Com garantia mecânica,,,,,
Fiat Strada FREEDOM 1.4 FLEX 8V CD,89.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Fiat,Strada,2020,FREEDOM 1.4 FLEX 8V CD,Branco,Gasolina e álcool,4,Manual,Picapes,Quilômetros,,96500 km,,,,,,,
Renault Captur 1.6 16v Life Sce X-tronic 5p,82.890,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Quilômetros,Renault,Captur,2019,1.6 16v Life Sce X-tronic 5p,Gasolina e álcool,5,Automática,1.6,53000 km,,,,,,,,,,
Fiat Ducato Cargo 2.3 Multijet Longo 9m3 Economy 5p,104.900,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Fiat,Ducato Cargo,2014,2.3 Multijet Longo 9m3 Economy 5p,Diesel,5,Manual,2.3,Furgão,Quilômetros,,220000 km,,,,,,,
Hyundai HR HDB Hr Hdb,86.899,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Hyundai,HR HDB,2012,Hr Hdb,Branco,Diesel,2,Manual,Furgão,Quilômetros,,243000 km,,,,,,,
Renault Master FurgãO 2.3 L1h1 5p,132.000,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Renault,Master FurgãO,2015,2.3 L1h1 5p,Preto,Diesel,5,Manual,2.3,Tipo de carroceria,Quilômetros,Furgão,190000 km,,,,,,
Jeep Compass 2.0 16v S 4x4,174.990,Aceita troca,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Jeep,Compass,2021,2.0 16V S 4X4,Marrom,Diesel,4,Automática,2.0,Tipo de carroceria,Quilômetros,SUV,45987 km,,,,,,
Hyundai I30 2.0 MPI 16v,86.990,Aceita troca,Com garantia mecânica,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Hyundai,I30,2016,2.0 MPI 16v,Prateado,Gasolina,5,Automática,2.0,Quilômetros,,67502 km,,,,,,,
Renault Master 2.3 Grand L2h2 5p,220.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Renault,Master,2017,2.3 Grand L2h2 5p,Diesel,5,Manual,2.3,Furgão,Quilômetros,,147000 km,,,,,,,
Renault Captur Zen 1.3 Tb 16v Flex 5p Aut. 2021/2022,126.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Renault,Captur,2022,Zen 1.3 TB 16V Flex 5p Aut.,Branco,Gasolina e álcool,4,Manual,Conversível/Cupê,Quilômetros,,11139 km,,,,,,,
Renault Captur Zen 1.3 Tb 16v Flex 5p Aut. 2021/2022,126.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Renault,Captur,2022,Zen 1.3 TB 16V Flex 5p Aut.,Branco,Gasolina e álcool,4,Manual,Conversível/Cupê,Quilômetros,,11139 km,,,,,,,
Renault Master BAÚ,125.000,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Renault,Master,2015,BAÚ,Branco,Diesel,4,Manual,RENAULT,Tipo de carroceria,Quilômetros,Caminhão leve,999999 km,,,,,,
Kia Bongo 2500,164.900,Tours virtuais,Entrega a domicílio,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Kia,Bongo,2020,2500,Branco,Diesel,4,Manual,Caminhão leve,Quilômetros,,182375 km,,Aceita troca,Único dono,Com preço negociável,,,
Iveco Daily 3.0 Turbo Diesel 45-170 Baú Completo,235.000,Tours virtuais,Aceita troca,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Iveco,Daily,2022,3.0 TURBO DIESEL 35-160 CHASSI CS MANUAL,Azul,Diesel,2,Manual,3.0 TURBO DIESEL 35-160 CHASSI CS MANUAL,Tipo de carroceria,Quilômetros,Caminhão leve,113938 km,Único dono,Com preço negociável,Com garantia mecânica,,,
Chevrolet Astra Sedan 2.0 8v 4p,19.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Chevrolet,Astra Sedan,2002,2.0 8v 4p,Gasolina,4,Manual,2.0,Sedã,Quilômetros,,230700 km,,,,,,,
Fiat Stilo 1.8 8v Flex 5p,28.000,Não aceita troca,Com preço negociável,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Stilo,2010,1.8 8v Flex 5p,Azul,Gasolina e álcool,5,Manual,1.8,Quilômetros,,106000 km,,,,,,,
JAC J5 1.5 16v 4p,23.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Quilômetros,JAC,J5,2013,1.5 16v 4p,Gasolina,4,Manual,1.5,140000 km,,,,,,,,,,
Chevrolet S10 2.8 Executive Cab. Dupla 4x4 4p,69.900,Com preço negociável,Com garantia mecânica,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Chevrolet,S10,2005,2.8 Executive Cab. Dupla 4x4 4p,Preto,Diesel,4,Manual,2.8,Tipo de carroceria,Quilômetros,Pick-Up,291000 km,,,,,,
Fiat Argo 1.3 Drive Flex 5p,65.000,Não aceita troca,Com IPVA pago,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Argo,2018,1.3 Drive Flex 5p,Vermelho,Gasolina e álcool,5,Manual,1.3,Quilômetros,,57314 km,,Com preço negociável,,,,,
Mercedes-benz C 180 1.6 Cgi Flex Avantgarde 9g-tronic,156.990,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Mercedes-Benz,C 180,2019,1.6 CGI FLEX AVANTGARDE 9G-TRONIC,Preto,Gasolina e álcool,4,Automática,1.6 CGI FLEX AVANTGARDE 9G-TRONIC,Tipo de carroceria,Quilômetros,Sedã,55000 km,,,,,,
Hyundai HB20S 1.0 Platinum Tgdi Flex Aut. 4p,120.190,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Hyundai,HB20S,2022,1.0 Platinum Tgdi Flex Aut. 4p,Azul,Gasolina e álcool,4,Automática sequencial,1.0,Tipo de carroceria,Quilômetros,Sedã,0 km,,,,,,
Toyota Corolla 1.8 16v Gli Flex Aut. 4p,49.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Toyota,Corolla,2010,1.8 16v Gli Flex Aut. 4p,Prateado,Gasolina e álcool,4,Automática,1.8,Tipo de carroceria,Quilômetros,Sedã,179000 km,,,,,,
Fiat Strada Fire Endurance Cs,78.099,Aceita troca,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Fiat,Strada,2021,FIRE ENDURANCE CS,Flex,4,Manual,1.4,Pick-Up,Quilômetros,,35155 km,,,,,,,
Hyundai HR 2.5,79.990,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Hyundai,HR,2012,2.5,Branco,Diesel,2,Manual,Caminhão leve,Quilômetros,,570000 km,,,,,,,
Iveco Daily 35150 Baú Completo,245.200,Tours virtuais,Higienização completa,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Iveco,Daily,2020,35150 Baú,Branco,Diesel,3,Manual,Iveco,Tipo de carroceria,Quilômetros,Caminhão leve,204181 km,Aceita troca,Único dono,Com IPVA pago,Com preço negociável,,
Jeep Renegade 1.8 Longitude Flex Aut. 5p,89.500,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Quilômetros,Jeep,Renegade,2020,1.8 Longitude Flex Aut. 5p,Gasolina e álcool,5,Automática,1.8,27000 km,,,,,,,,,,
Fiat Toro 1.8 Endurance 16v Flex 4x2 4p,98.500,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Fiat,Toro,2020,1.8 Endurance 16v Flex 4x2 4p,Gasolina e álcool,4,Manual,1.8,Pick-Up,Quilômetros,,19900 km,,,,,,,
Chevrolet Tracker 2.0 16v 5p,34.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Tipo de carroceria,Chevrolet,Tracker,2007,2.0 16v 5p,Gasolina,5,Manual,2.0,SUV,Quilômetros,,198000 km,,,,,,,
Renault Duster Oroch 2.0 16v Dynamique Hi-flex Aut. 4p,77.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Renault,Duster Oroch,2019,2.0 16v Dynamique Hi-flex Aut. 4p,Prateado,Gasolina e álcool,4,Automática,2.0,Tipo de carroceria,Quilômetros,Pick-Up,60000 km,,,,,,
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automá,104.870,Higienização completa,Aceita troca,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Volkswagen,T-Cross,2020,1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO,Preto,Gasolina e álcool,4,Automática,1.0,Tipo de carroceria,Quilômetros,SUV,54869 km,Com IPVA pago,,,,,
Volkswagen Voyage 1.6 16v Msi Totalflex 4p Automático,80.770,Higienização completa,Aceita troca,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Volkswagen,Voyage,2022,1.6 16V MSI TOTALFLEX 4P AUTOMÁTICO,Prateado,Gasolina e álcool,4,Automática,1.6,Tipo de carroceria,Quilômetros,Sedã,11569 km,Com IPVA pago,,,,,
Renault Sandero 1.6 Stepway 8v Flex 4p Automatizado,56.990,Higienização completa,Aceita troca,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Renault,Sandero,2017,1.6 STEPWAY 8V FLEX 4P AUTOMATIZADO,Preto,Gasolina e álcool,4,Semiautomática,1.6,Tipo de carroceria,Quilômetros,Hatch,49000 km,,,,,,
Volkswagen Polo 1.6 Mi 8v,36.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Quilômetros,,Volkswagen,Polo,2012,1.6 mi 8v,Preto,Flex,4,153000 km,,,,,,,,,,,
BMW X2 2.0 Sdrive20i M Sport X 5p,229.999,Tours virtuais,Entrega a domicílio,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,BMW,X2,2019,2.0 Sdrive20i M Sport X 5p,Branco,Gasolina,5,Automática,2.0,Quilômetros,,60000 km,,Test drive a domicilio,Aceita troca,Com IPVA pago,Com preço negociável,Com garantia mecânica,
Yaris 1.5 16v Flex Xl Plus Connect Multidrive,92.900,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Tipo de carroceria,Toyota,Yaris,2022,1.5 16V FLEX XL PLUS CONNECT MULTIDRIVE,Prata,Gasolina e álcool,4,Automática,Hatch,Quilômetros,,26934 km,,,,,,,
Fiat Punto 1.8 Sporting Flex 5p,34.999,Tours virtuais,Aceita troca,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Punto,2008,1.8 Sporting Flex 5p,Azul,Gasolina e álcool,5,Manual,1.8,Quilômetros,,201000 km,,Único dono,Com IPVA pago,Com preço negociável,Com garantia mecânica,,
Fiat Cronos 1.3 Drive Flex 4p,69.900,Entrega a domicílio,Test drive a domicilio,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Fiat,Cronos,2020,1.3 Drive Flex 4p,Branco,Gasolina e álcool,4,Manual,1.3,Quilômetros,,39560 km,,Aceita troca,Com preço negociável,Com garantia mecânica,,,
Peugeot 206 1.4 Presence 5p,12.000,Não aceita troca,Com IPVA pago,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Peugeot,206,2005,1.4 Presence 5p,Dourado,Gasolina,5,Manual,1.4,Quilômetros,,191166 km,,Com preço negociável,,,,,
Ford Fiesta 1.6 16v Se Style Flex 5p,54.900,Tours virtuais,Aceita troca,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Ford,Fiesta,2017,1.6 16v Se Style Flex 5p,Prateado,Gasolina e álcool,5,Manual,1.6,Quilômetros,,76000 km,,Com IPVA pago,Com preço negociável,Com garantia mecânica,,,
Iveco Daily 35s14 Baú Ano 2015 !!!,160.000,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Iveco,BAÚ,2015,35S14,Prateado,Diesel,2,Manual,IVECO,Tipo de carroceria,Quilômetros,Caminhão leve,144070 km,,,,,,
Chevrolet Onix 1.0 Mpfi Lt 8v Flex 4p Manual,46.900,Com IPVA pago,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Chevrolet,Onix,2015,1.0 MPFI LT 8V FLEX 4P MANUAL,Prateado,Gasolina e álcool,4,Manual,1.0 MPFI LT 8V FLEX 4P MANUAL,Tipo de carroceria,Quilômetros,Hatch,135000 km,,,,,,
Chevrolet S10 2.5 Lt 4x2 Cd 16v Flex 4p Manual,89.990,Higienização completa,Aceita troca,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Chevrolet,S-10,2015,2.5 LT 4X2 CD 16V FLEX 4P MANUAL,Prateado,Gasolina e álcool,4,Manual,2.5,Tipo de carroceria,Quilômetros,Pick-Up,176000 km,,,,,,
Volkswagen Gol 1.6 Vht Power Total Flex 5p,32.980,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Volkswagen,Gol,2011,1.6 Vht Power Total Flex 5p,Prateado,Gasolina e álcool,5,Manual,1.6,Quilômetros,,139321 km,,,,,,,
Nissan Versa 1.0 12v V-drive,57.880,,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Quilômetros,,Nissan,Versa,2021,1.0 12v V-drive,Branco,Flex,4,39700 km,,,,,,,,,,,
BMW Serie 3 2.0 Active Flex Aut. 4p,104.000,,,Marca,Modelo,Ano,Versão,Tipo de combustível,Portas,Transmissão,Motor,Quilômetros,BMW,Serie 3,2015,2.0 Active Flex Aut. 4p,Gasolina e álcool,4,Automática,2.0,90000 km,,,,,,,,,,
Kia Sportage 2.0 EX 4X2 16V,99.900,Aceita troca,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Kia,Sportage,2015,2.0 EX 4X2 16V,Cinza-escuro,Gasolina e álcool,4,Automática,2.0,Tipo de carroceria,Quilômetros,SUV,62600 km,,,,,,
Peugeot 308 1.6 GRIFFE THP 16V,54.990,Aceita troca,,Marca,Modelo,Ano,Versão,Cor,Tipo de combustível,Portas,Transmissão,Motor,Peugeot,308,2014,1.6 GRIFFE THP 16V,Branco,Gasolina,4,Automática,1.6,Tipo de carroceria,Quilômetros,Hatch,64123 km,,,,,,
